marca,modelo,año,precio,transmision,rendimiento,combustible,litros
 Kia , Sorento ,2016,318999.0,Automático,12.8,Gasolina,2.4
 Audi , A1 ,2017,332999.0,Manual,15.6,Híbrido,1.4
 Nissan , Altima ,2017,308999.0,Automático,9.4,Gasolina,3.5
 Toyota , Corolla ,2020,332999.0,Automático,15.9,Híbrido,1.8
 Kia , Forte ,2018,276999.0,Manual,13.2,Gasolina,2
 Renault , Duster ,2018,232999.0,Manual,14.9,Gasolina,2
 Suzuki , Vitara ,2019,354999.0,Automático,16.1,Gasolina,1.6
 Fiat , Uno ,2020,251999.0,Manual,11.9,Gasolina,1.3
 Bmw , Serie 3 ,2015,333999.0,Automático,12.8,Gasolina,2
 Buick , Regal ,2017,359999.0,Automático,9.6,Gasolina,2
 Mini , Cooper ,2016,269999.0,Manual,17.5,Gasolina,1.5
 Chevrolet , Sonic ,2017,204999.0,Manual,14.7,Gasolina,1.6
 Kia , Rio ,2019,270999.0,Automático,15.6,Gasolina,1.6
 Volkswagen , Jetta A7 ,2019,338999.0,Manual,17.2,Gasolina,1.4
 Ford , Escape ,2017,329999.0,Automático,9.8,Gasolina,2.5
 Volkswagen , Beetle ,2016,262999.0,Manual,11.4,Gasolina,2.5
 Ford , Figo ,2018,190999.0,Manual,17.9,Gasolina,1.5
 Seat , Ibiza ,2019,292999.0,Manual,15.9,Gasolina,1.6
 Mini , John Cooper Works ,2017,459999.0,Automático,11.1,Gasolina,2
 Jeep , Grand Cherokee ,2012,383999.0,Automático,6.3,Gasolina,5.7
 Nissan , Versa ,2019,237999.0,Manual,16.4,Gasolina,1.6
 Honda , Civic ,2019,377999.0,Manual,14.5,Gasolina,2
 Nissan , March ,2019,237999.0,Manual,16.1,Gasolina,1.6
 Jaguar , XE ,2016,500999.0,Automático,11.2,Gasolina,2
 Mercedes Benz , Clase C ,2017,440999.0,Automático,9.9,Gasolina,2
 Mini , Countryman ,2018,572999.0,Automático,17.5,Gasolina,1.5
 Audi , Q3 Quattro ,2014,343999.0,Automático,12.5,Gasolina,2
 Chevrolet , Sonic ,2017,206999.0,Manual,14.7,Gasolina,1.6
 Seat , Toledo ,2018,264999.0,Manual,19.2,Gasolina,1
 Dodge , Attitude ,2020,244999.0,Manual,20.4,Gasolina,1.2
 Mazda , Mazda 2 ,2019,259999.0,Manual,18.5,Gasolina,1.5
 Volkswagen , Passat ,2015,249999.0,Automático,11.5,Gasolina,2.5
 Bmw , Serie 2 ,2017,363999.0,Automático,13.2,Gasolina,2
 Mazda , CX-5 ,2016,298999.0,Automático,14.5,Gasolina,2
 Nissan , Altima ,2017,318999.0,Automático,9.4,Gasolina,3.5
 Honda , City ,2017,248999.0,Automático,18.2,Gasolina,1.5
 Dodge , Attitude ,2020,227999.0,Manual,20.4,Gasolina,1.2
 Seat , Ibiza ,2019,284999.0,Manual,15.9,Gasolina,1.6
 Ford , Figo ,2018,195999.0,Manual,17.9,Gasolina,1.5
 Volkswagen , Beetle ,2018,408999.0,Automático,11.2,Gasolina,2.5
 Audi , A1 Sportback ,2017,326999.0,Manual,15.6,Gasolina,1.4
 Audi , A5 Sportback ,2016,444999.0,Automático,11.9,Gasolina,1.8
 Mazda , Mazda 3 ,2018,333999.0,Automático,9.8,Gasolina,2.5
 Volkswagen , Jetta A7 ,2019,418999.0,Automático,15.9,Gasolina,1.4
 Seat , Ibiza ,2019,289999.0,Manual,15.9,Gasolina,1.6
 Infiniti , Q70 ,2016,523999.0,Automático,8.6,Híbrido,5.6
 Honda , CR-V ,2016,314999.0,Automático,9.7,Gasolina,2.4
 Mini , Cooper S ,2018,439999.0,Automático,13.3,Gasolina,2
 Bmw , X3 ,2017,511999.0,Automático,7.8,Gasolina,3
 Kia , Sorento ,2016,310999.0,Automático,12.8,Gasolina,2.4
 Hyundai , Grand i10 ,2020,256999.0,Manual,16.9,Gasolina,1.2
 Mazda , CX-5 ,2016,307999.0,Automático,14.5,Gasolina,2
 Acura , RDX ,2016,375999.0,Automático,8.2,Gasolina,2.5
 Nissan , X Trail ,2018,363999.0,Automático,13.2,Gasolina,2.5
 Volkswagen , Beetle ,2018,392999.0,Automático,11.6,Gasolina,2.5
 Jaguar , XE ,2016,533999.0,Automático,11.2,Gasolina,2
 Mini , Cooper ,2018,364999.0,Automático,17.5,Gasolina,1.5
 Mini , Cooper ,2019,393999.0,Manual,17.5,Gasolina,1.5
 Audi , A7 ,2016,634999.0,Automático,10.5,Gasolina,3
 Mazda , Mazda 3 ,2018,318999.0,Manual,8.9,Gasolina,2.5
 Acura , RDX ,2019,631999.0,Automático,10.8,Gasolina,2
 Land Rover , Range Rover Sport ,2013,483999.0,Automático,5.1,Gasolina,5
 Chevrolet , Trax ,2018,284999.0,Automático,15.2,Gasolina,1.8
 Kia , Sorento ,2017,339999.0,Automático,12.8,Gasolina,2.4
 Audi , A7 Sportback Quattro ,2014,448999.0,Automático,10.5,Gasolina,3
 Nissan , Sentra ,2018,252999.0,Automático,17.2,Gasolina,1.8
 Fiat , Uno ,2020,253999.0,Manual,11.9,Gasolina,1.3
 Volkswagen , Jetta A7 ,2019,407999.0,Automático,15.9,Gasolina,1.4
 Chevrolet , Sonic ,2017,201999.0,Manual,14.5,Gasolina,1.6
 Audi , S6 ,2016,759999.0,Automático,9.3,Gasolina,4
 Honda , Odyssey ,2015,334999.0,Automático,6.7,Gasolina,3.5
 Mazda , CX-5 ,2016,302999.0,Automático,14.5,Gasolina,2
 Volkswagen , Beetle ,2018,404999.0,Manual,11.4,Gasolina,2.5
 Ford , Escape ,2018,327999.0,Automático,9.8,Gasolina,2.5
 Honda , CR-V ,2018,408999.0,Automático,9.7,Gasolina,2.4
 Volkswagen , Tiguan ,2018,438999.0,Automático,14.9,Gasolina,1.4
 Volkswagen , Tiguan ,2018,454999.0,Automático,14.9,Gasolina,1.4
 Nissan , Sentra ,2019,298999.0,Automático,17.2,Gasolina,1.8
 Gmc , Terrain ,2014,292999.0,Automático,9.0,Gasolina,3.6
 Renault , Duster ,2018,223999.0,Manual,14.9,Gasolina,2
 Kia , Sportage ,2019,414999.0,Automático,12.7,Gasolina,2.4
 Fiat , 500 ,2015,198999.0,Manual,15.9,Gasolina,1.4
 Hyundai , Elantra ,2018,333999.0,Automático,17.5,Gasolina,2
 Toyota , RAV4 ,2017,401999.0,Automático,13.9,Híbrido,2.5
 Chevrolet , Cavalier ,2018,242999.0,Automático,16.7,Gasolina,1.5
 Mitsubishi , Outlander ,2018,363999.0,Automático,13.3,Gasolina,2.4
 Suzuki , Vitara ,2017,286999.0,Automático,15.6,Gasolina,1.4
 Jaguar , F-Pace ,2017,729999.0,Automático,7.9,Gasolina,3
 Volkswagen , Vento ,2017,207999.0,Automático,14.3,Gasolina,1.6
 Bmw , Serie 1 ,2019,503999.0,Automático,13.3,Gasolina,2
 Nissan , Versa ,2020,308999.0,Manual,16.4,Gasolina,1.6
 Dodge , Durango ,2018,695999.0,Automático,6.5,Gasolina,5.7
 Mazda , CX-5 ,2019,492999.0,Automático,10.0,Gasolina,2.5
 Chevrolet , Aveo ,2019,220999.0,Automático,16.7,Gasolina,1.6
 Nissan , Versa ,2019,236999.0,Manual,16.4,Gasolina,1.6
 Volkswagen , GTI Golf A7 ,2020,618999.0,Automático,14.5,Gasolina,2
 Kia , Rio ,2020,297999.0,Automático,15.6,Gasolina,1.6
 Chevrolet , Spark ,2019,232999.0,Manual,18.9,Gasolina,1.4
 Audi , A4 ,2019,563999.0,Automático,15.4,Gasolina,2
 Nissan , Versa ,2019,261999.0,Automático,18.2,Gasolina,1.6
 Chevrolet , Sonic ,2017,198999.0,Manual,14.7,Gasolina,1.6
 Toyota , Sienna ,2012,336999.0,Automático,9.6,Híbrido,3.5
 Renault , Duster ,2017,231999.0,Automático,12.7,Gasolina,2
 Toyota , Yaris ,2017,217999.0,Automático,17.2,Híbrido,1.5
 Bmw , Serie 1 ,2016,309999.0,Automático,13.3,Gasolina,1.6
 Ford , Figo ,2017,161999.0,Manual,16.7,Gasolina,1.5
 Suzuki , Swift ,2019,287999.0,Manual,14.7,Gasolina,1.4
 Volkswagen , Gol ,2018,198999.0,Manual,14.9,Gasolina,1.6
 Kia , Sportage ,2016,313999.0,Automático,12.7,Gasolina,2
 Bmw , Serie 3 ,2018,484999.0,Automático,12.8,Gasolina,2
 Audi , S4 ,2017,681999.0,Automático,9.1,Gasolina,3
 Chevrolet , Cavalier ,2018,239999.0,Automático,16.7,Gasolina,1.5
 Nissan , Sentra ,2017,282999.0,Manual,13.3,Gasolina,1.6
 Kia , Rio ,2018,226999.0,Manual,15.6,Gasolina,1.6
 Ford , Ranger ,2020,563999.0,Manual,9.5,Gasolina,2.5
 Mercedes Benz , Clase Glb ,2020,883999.0,Automático,12.7,Gasolina,2
 Buick , Encore ,2019,372999.0,Automático,13.2,Gasolina,1.4
 Volvo , V40 ,2016,314999.0,Automático,15.4,Gasolina,2
 Nissan , March ,2018,198999.0,Automático,15.2,Gasolina,1.6
 Renault , Duster ,2015,196999.0,Automático,11.9,Gasolina,2
 Volkswagen , Tiguan ,2020,642999.0,Automático,12.0,Gasolina,1.4
 Fiat , Uno ,2017,180999.0,Manual,14.7,Gasolina,1.4
 Seat , Arona ,2018,328999.0,Automático,14.3,Gasolina,1.6
 Hyundai , Accent ,2018,229999.0,Manual,15.2,Gasolina,1.6
 Bmw , Serie 3 ,2015,318999.0,Automático,12.8,Gasolina,2
 Mercedes Benz , Clase Cla ,2020,754999.0,Automático,15.4,Gasolina,2
 Baic , X35 ,2022,387999.0,Automático,6.6,Gasolina,1.5
 Nissan , Kicks ,2017,287999.0,Automático,17.5,Gasolina,1.6
 Mini , Cooper S ,2019,469999.0,Automático,13.3,Gasolina,2
 Chevrolet , Spark ,2016,197999.0,Manual,18.5,Gasolina,1.4
 Toyota , Prius ,2020,459999.0,Automático,31.3,Híbrido,1.8
 Volkswagen , Jetta A6 ,2016,236999.0,Automático,11.8,Gasolina,2.5
 Volkswagen , Vento ,2017,201999.0,Manual,14.3,Gasolina,1.6
 Ford , Fiesta ,2018,229999.0,Manual,16.1,Gasolina,1.6
 Mitsubishi , Mirage ,2019,212999.0,Automático,20.8,Gasolina,1.2
 Honda , Civic ,2018,353999.0,Automático,16.7,Gasolina,2
 Honda , Civic ,2014,243999.0,Automático,10.5,Gasolina,1.8
 Kia , Forte ,2018,250999.0,Manual,15.9,Gasolina,2
 Volkswagen , Gol ,2018,213999.0,Manual,17.9,Gasolina,1.6
 Mazda , Mazda 2 ,2021,326999.0,Automático,18.5,Gasolina,1.5
 Nissan , March ,2019,260999.0,Automático,15.2,Gasolina,1.6
 Chevrolet , Aveo ,2018,202999.0,Manual,17.5,Gasolina,1.6
 Nissan , Versa ,2019,255999.0,Automático,18.2,Gasolina,1.6
 Fiat , 500 ,2013,175999.0,Manual,15.9,Gasolina,1.4
 Mazda , Mazda 3 ,2020,410999.0,Automático,9.8,Gasolina,2.5
 Hyundai , Tucson ,2019,384999.0,Automático,14.5,Gasolina,2
 Suzuki , Vitara ,2016,299999.0,Automático,15.6,Gasolina,1.6
 Nissan , Versa ,2019,238999.0,Automático,18.2,Gasolina,1.6
 Volkswagen , Vento ,2017,212999.0,Manual,13.9,Gasolina,1.6
 Volkswagen , Vento ,2020,239999.0,Automático,14.3,Gasolina,1.6
 Chevrolet , Trax ,2018,280999.0,Manual,16.9,Gasolina,1.8
 Volkswagen , Jetta A6 ,2018,275999.0,Automático,12.7,Gasolina,2
 Kia , Rio ,2018,251999.0,Automático,15.6,Gasolina,1.6
 Ford , Ranger ,2020,727999.0,Automático,7.2,Diesel,3.2
 Nissan , Sentra ,2019,299999.0,Automático,17.2,Gasolina,1.8
 Ford , Explorer ,2013,605999.0,Automático,9.3,Gasolina,4
 Mercedes Benz , Clase E ,2014,345999.0,Automático,12.0,Gasolina,1.8
 Volvo , XC60 ,2012,213999.0,Automático,6.7,Gasolina,2
 Mercedes Benz , Clase C ,2016,348999.0,Automático,13.5,Gasolina,1.6
 Nissan , X Trail ,2016,285999.0,Automático,13.2,Gasolina,2.5
 Mazda , CX-9 ,2015,329999.0,Automático,9.3,Gasolina,3.7
 Jeep , Grand Cherokee ,2012,289999.0,Automático,9.2,Gasolina,3.6
 Volvo , Xc90 ,2017,831999.0,Automático,12.7,Gasolina,2
 Mazda , Cx-3 ,2017,309999.0,Automático,15.4,Gasolina,2
 Lincoln , MKX ,2016,440999.0,Automático,10.6,Gasolina,2.7
 Ford , Eco Sport ,2018,291999.0,Automático,9.6,Gasolina,2
 Jeep , Grand Cherokee ,2015,540999.0,Automático,7.0,Gasolina,5.7
 Chevrolet , Sonic ,2015,198999.0,Automático,13.0,Gasolina,1.6
 Chevrolet , Sonic ,2017,201999.0,Manual,14.7,Gasolina,1.6
 Ford , Escape ,2017,301999.0,Automático,9.8,Gasolina,2.5
 Ford , Eco Sport ,2015,253999.0,Automático,12.5,Gasolina,2
 Nissan , Kicks ,2018,293999.0,Automático,5.9,Gasolina,1.6
 Mazda , CX-5 ,2019,489999.0,Automático,10.0,Gasolina,2.5
 Renault , Kwid ,2020,200999.0,Manual,17.5,Gasolina,1
 Bmw , Serie 2 ,2020,363999.0,Automático,13.2,Gasolina,2
 Renault , Duster ,2018,243999.0,Automático,12.3,Gasolina,2
 Dodge , Attitude ,2018,192999.0,Automático,20.4,Gasolina,1.2
 Ford , Escape ,2014,228999.0,Automático,10.2,Gasolina,2.5
 Kia , Rio ,2020,348999.0,Automático,6.4,Gasolina,1.6
 Chevrolet , Sonic ,2016,173999.0,Manual,14.7,Gasolina,1.6
 Chevrolet , Aveo ,2016,175999.0,Automático,13.3,Gasolina,1.6
 Mazda , CX-5 ,2021,533999.0,Automático,10.0,Gasolina,2.5
 Ford , Figo ,2017,179999.0,Automático,17.2,Gasolina,1.5
 Hyundai , Creta ,2020,331999.0,Manual,14.7,Gasolina,1.6
 Mitsubishi , Mirage ,2018,224999.0,Automático,20.8,Gasolina,1.2
 Audi , A3 ,2018,404999.0,Automático,11.0,Gasolina,1.4
 Nissan , Kicks ,2017,281999.0,Automático,16.9,Gasolina,1.6
 Ford , Fiesta ,2016,197999.0,Automático,16.1,Gasolina,1.6
 Volkswagen , Jetta A6 ,2017,249999.0,Automático,12.7,Gasolina,2
 Gmc , Terrain ,2014,291999.0,Automático,9.0,Gasolina,3.6
 Audi , A1 ,2014,255999.0,Automático,15.6,Gasolina,1.4
 Kia , Rio ,2019,316999.0,Automático,15.6,Gasolina,1.6
 Buick , Envision ,2016,352999.0,Automático,12.7,Gasolina,2
 Audi , Q3 Quattro ,2013,325999.0,Automático,12.7,Gasolina,2
 Bmw , X3 ,2019,769999.0,Automático,7.8,Gasolina,2
 Nissan , Kicks ,2020,333999.0,Manual,15.9,Gasolina,1.6
 Mazda , Mazda 3 ,2018,334999.0,Automático,9.8,Gasolina,2.5
 Chevrolet , Cruze ,2019,350999.0,Automático,17.2,Gasolina,1.4
 Seat , Leon ,2020,538999.0,Automático,12.3,Gasolina,2
 Mazda , Mazda 3 ,2017,292999.0,Automático,9.8,Gasolina,2.5
 Renault , Duster ,2018,244999.0,Automático,12.3,Gasolina,2
 Nissan , X Trail ,2020,549999.0,Automático,12.7,Gasolina,2.5
 Bmw , Serie 4 ,2020,791999.0,Automático,14.5,Gasolina,2
 Nissan , X Trail ,2017,338999.0,Automático,13.2,Gasolina,2.5
 Seat , Ibiza ,2020,314999.0,Manual,15.9,Gasolina,1.6
 Kia , Rio ,2021,300999.0,Manual,15.6,Gasolina,1.6
 Nissan , Sentra ,2020,416999.0,Manual,13.889114658926,Gasolina,2
 Mercedes Benz , Clase Gla ,2016,402999.0,Automático,13.5,Gasolina,1.6
 Nissan , X Trail ,2017,309999.0,Automático,13.2,Gasolina,2.5
 Kia , Sportage ,2017,342999.0,Automático,12.7,Gasolina,2
 Mercedes Benz , Clase E ,2014,591999.0,Automático,6.7,Gasolina,5.5
 Volkswagen , Crossfox ,2017,244999.0,Manual,14.1,Gasolina,1.6
 Mercedes Benz , Clase Gla ,2017,422999.0,Automático,13.5,Gasolina,1.6
 Chevrolet , Equinox ,2017,286999.0,Automático,9.3,Gasolina,2.4
 Volvo , S60 ,2012,193999.0,Automático,9.9,Gasolina,2
 Volkswagen , Vento ,2020,266999.0,Automático,14.3,Gasolina,1.6
 Volkswagen , Jetta A6 ,2016,256999.0,Automático,11.8,Gasolina,2.5
 Buick , Encore ,2014,245999.0,Automático,13.2,Gasolina,1.4
 Chevrolet , Aveo ,2015,159999.0,Manual,14.5,Gasolina,1.6
 Nissan , NP 300 ,2018,365999.0,Manual,9.9,Gasolina,2.4
 Mazda , Cx-3 ,2019,382999.0,Automático,15.4,Gasolina,2
 Jeep , Grand Cherokee ,2017,597999.0,Automático,9.2,Gasolina,3.6
 Nissan , Versa ,2018,220999.0,Manual,16.4,Gasolina,1.6
 Chevrolet , Aveo ,2015,155999.0,Manual,14.5,Gasolina,1.6
 Toyota , Prius ,2019,379999.0,Automático,31.3,Híbrido,1.5
 Honda , Civic ,2014,234999.0,Automático,16.7,Gasolina,1.8
 Nissan , Versa ,2017,209999.0,Manual,16.4,Gasolina,1.6
 Kia , Rio ,2019,271999.0,Automático,15.6,Gasolina,1.6
 Volkswagen , Golf A7 ,2020,481999.0,Automático,17.2,Gasolina,1.4
 Volkswagen , Polo ,2020,272999.0,Automático,14.5,Gasolina,1.6
 Volkswagen , Jetta A6 ,2017,242999.0,Manual,12.3,Gasolina,2
 Volkswagen , Passat ,2016,305999.0,Automático,11.5,Gasolina,2.5
 Mazda , Cx-30 ,2021,493999.0,Automático,13.5,Gasolina,3
 Bmw , Serie 3 ,2018,518999.0,Automático,12.0,Gasolina,2
 Ford , Focus ,2017,279999.0,Automático,15.2,Gasolina,2
 Volkswagen , Beetle ,2014,240999.0,Manual,11.6,Gasolina,2.5
 Smart , Forfour ,2017,309999.0,Automático,19.2,Gasolina,1
 Mercedes Benz , Clase Glc ,2018,831999.0,Automático,10.6,Gasolina,2
 Mini , Cooper ,2015,282999.0,Automático,17.5,Gasolina,1.5
 Kia , Sportage ,2017,357999.0,Automático,12.7,Gasolina,2
 Buick , Encore ,2014,233999.0,Automático,13.2,Gasolina,1.4
 Chevrolet , Aveo ,2017,183999.0,Automático,13.3,Gasolina,1.6
 Volkswagen , Jetta Clasico A4 ,2012,155999.0,Manual,12.8,Gasolina,2
 Cadillac , SRX ,2013,269999.0,Automático,9.8,Gasolina,3.6
 Volkswagen , Vento ,2017,219999.0,Manual,13.9,Gasolina,1.6
 Ford , Fiesta ,2015,186999.0,Automático,6.2,Gasolina,1.6
 Chevrolet , Trax ,2014,228999.0,Automático,15.2,Gasolina,1.8
 Mazda , CX-9 ,2015,277999.0,Automático,9.3,Gasolina,3.7
 Volkswagen , Passat ,2017,373999.0,Automático,10.8,Gasolina,2
 Nissan , March ,2020,285999.0,Automático,15.2,Gasolina,1.6
 Bmw , Serie 3 ,2015,294999.0,Automático,12.8,Gasolina,2
 Buick , Enclave ,2015,331999.0,Automático,9.3,Gasolina,3.6
 Fiat , Mobi ,2018,209999.0,Manual,15.2,Gasolina,1
 Chevrolet , Beat ,2019,186999.0,Manual,18.2,Gasolina,1.2
 Infiniti , QX50 ,2019,631999.0,Automático,12.8,Gasolina,2
 Nissan , March ,2020,244999.0,Manual,16.1,Gasolina,1.6
 Chevrolet , Suburban ,2016,783999.0,Automático,7.8,Gasolina,1.2
 Mazda , Cx-3 ,2018,348999.0,Automático,15.4,Gasolina,2
 Chevrolet , Aveo ,2016,178999.0,Automático,16.7,Gasolina,1.6
 Suzuki , S-Cross ,2016,242999.0,Automático,15.4,Gasolina,1.4
 Chevrolet , Aveo ,2017,184999.0,Manual,17.5,Gasolina,1.6
 Infiniti , Q60 ,2019,794999.0,Automático,10.8,Gasolina,3
 Mazda , Mazda 3 ,2015,248999.0,Automático,9.8,Gasolina,2.5
 Honda , CR-V ,2016,331999.0,Automático,9.7,Gasolina,2.4
 Bmw , X5 ,2014,489999.0,Automático,5.7,Gasolina,4.4
 Suzuki , Vitara ,2018,309999.0,Automático,16.1,Gasolina,1.6
 Suzuki , Grand Vitara ,2016,293999.0,Automático,11.2,Gasolina,2.4
 Chevrolet , Aveo ,2016,178999.0,Manual,14.5,Gasolina,1.6
 Nissan , Versa ,2017,195999.0,Manual,16.4,Gasolina,1.6
 Mazda , Cx-3 ,2018,326999.0,Automático,15.4,Gasolina,2
 Mercedes Benz , Clase C ,2018,480999.0,Automático,13.5,Gasolina,1.6
 Toyota , Sienna ,2012,275999.0,Automático,9.6,Híbrido,3.5
 Mazda , CX-5 ,2015,281999.0,Automático,14.5,Gasolina,2
 Renault , Captur ,2018,279999.0,Automático,12.0,Gasolina,2
 Honda , Fit ,2016,203999.0,Manual,15.9,Gasolina,1.5
 Volvo , S60 ,2014,322999.0,Automático,6.9,Gasolina,3
 Ford , Mustang ,2015,454999.0,Automático,8.4,Gasolina,3.7
 Toyota , Sienna ,2011,284999.0,Automático,9.6,Híbrido,3.5
 Mercedes Benz , Clase C ,2015,361999.0,Automático,9.9,Gasolina,2
 Ford , Edge ,2018,560999.0,Automático,8.0,Gasolina,2
 Dodge , Journey ,2017,324999.0,Automático,10.2,Gasolina,2.4
 Toyota , Corolla ,2018,332999.0,Manual,9.4,Gasolina,1.8
 Nissan , March ,2018,222999.0,Manual,16.1,Gasolina,1.6
 Mazda , CX-5 ,2018,424999.0,Automático,14.7,Gasolina,2
 Ford , Explorer ,2013,309999.0,Automático,9.3,Gasolina,3.5
 Volkswagen , Jetta Clasico A4 ,2015,181999.0,Manual,12.8,Gasolina,2
 Toyota , Yaris ,2018,239999.0,Automático,17.2,Gasolina,1.5
 Bmw , Serie 1 ,2017,386999.0,Automático,7.5,Gasolina,2
 Mitsubishi , Mirage ,2018,199999.0,Automático,20.8,Gasolina,1.2
 Chevrolet , Sonic ,2016,189999.0,Automático,13.0,Gasolina,1.6
 Jeep , Grand Cherokee ,2014,412999.0,Automático,9.2,Gasolina,3.6
 Nissan , March ,2020,243999.0,Manual,16.1,Gasolina,1.6
 Kia , Rio ,2018,258999.0,Manual,15.6,Gasolina,1.6
 Suzuki , Grand Vitara ,2013,217999.0,Automático,11.2,Gasolina,2.4
 Hyundai , Accent ,2018,271999.0,Automático,16.1,Gasolina,1.6
 Volkswagen , Jetta A7 ,2020,359999.0,Manual,17.2,Gasolina,1.4
 Fiat , Uno ,2019,223999.0,Manual,14.7,Gasolina,1.4
 Hyundai , Santa Fe ,2018,486999.0,Automático,12.3,Gasolina,3.3
 Kia , Rio ,2019,305999.0,Automático,15.6,Gasolina,1.6
 Honda , Odyssey ,2015,361999.0,Automático,6.5,Gasolina,3.5
 Nissan , Versa ,2019,240999.0,Automático,18.2,Gasolina,1.6
 Ford , Escape ,2018,393999.0,Automático,9.8,Gasolina,2
 Audi , A4 ,2018,453999.0,Automático,15.4,Gasolina,2
 Jeep , Cherokee ,2018,543999.0,Automático,9.3,Gasolina,3.2
 Ford , Escape ,2016,286999.0,Automático,9.8,Gasolina,2.5
 Mazda , CX-9 ,2017,503999.0,Automático,9.1,Gasolina,2.5
 Seat , Ibiza ,2019,297999.0,Manual,15.9,Gasolina,1.6
 Dodge , Journey ,2017,364999.0,Automático,8.2,Gasolina,3.6
 Mazda , Mazda 3 ,2018,336999.0,Automático,9.8,Gasolina,2.5
 Hyundai , Tucson ,2016,325999.0,Automático,14.5,Gasolina,2
 Audi , A5 Sportback ,2011,298999.0,Automático,7.6,Gasolina,3.2
 Toyota , Yaris ,2017,245999.0,Automático,17.2,Gasolina,1.5
 Land Rover , Range Rover ,2014,869999.0,Automático,5.5,Gasolina,5
 Mercedes Benz , Clase Glc ,2018,652999.0,Automático,8.9,Gasolina,2
 Dodge , Grand Caravan ,2018,417999.0,Automático,7.2,Gasolina,3.6
 Bmw , X1 ,2017,424999.0,Automático,11.8,Gasolina,2
 Kia , Rio ,2019,289999.0,Automático,15.6,Gasolina,1.6
 Ford , Escape ,2016,278999.0,Automático,9.8,Gasolina,2.5
 Volkswagen , Gol ,2019,229999.0,Manual,14.9,Gasolina,1.6
 Seat , Ibiza ,2018,281999.0,Manual,15.9,Gasolina,1.6
 Bmw , Serie 2 ,2016,327999.0,Automático,13.2,Gasolina,2
 Ford , Fiesta ,2016,211999.0,Automático,6.2,Gasolina,1.6
 Renault , Kwid ,2019,234999.0,Manual,17.5,Gasolina,1
 Mazda , Cx-30 ,2020,499999.0,Automático,13.5,Gasolina,2.5
 Nissan , Kicks ,2018,319999.0,Automático,16.9,Gasolina,1.6
 Ford , Focus ,2016,252999.0,Automático,15.2,Gasolina,2
 Hyundai , Creta ,2018,308999.0,Automático,14.3,Gasolina,1.6
 Volkswagen , Vento ,2018,225999.0,Manual,14.3,Gasolina,1.6
 Ford , Fiesta ,2017,224999.0,Automático,16.1,Gasolina,1.6
 Volkswagen , Gol ,2018,209999.0,Manual,17.9,Gasolina,1.6
 Volkswagen , Polo ,2020,281999.0,Automático,14.5,Gasolina,1.6
 Dodge , Journey ,2017,354999.0,Automático,8.1,Gasolina,3.6
 Seat , Ibiza ,2019,336999.0,Manual,19.2,Gasolina,1
 Honda , Hr-V ,2016,290999.0,Automático,15.2,Gasolina,1.8
 Chevrolet , Trax ,2018,332999.0,Automático,15.2,Gasolina,1.8
 Audi , Q2 ,2018,494999.0,Automático,14.9,Gasolina,1.4
 Dodge , Journey ,2016,295999.0,Automático,10.2,Gasolina,2.4
 Seat , Ibiza ,2018,268999.0,Manual,15.9,Gasolina,1.6
 Mazda , Mazda 3 ,2016,268999.0,Automático,9.8,Gasolina,2.5
 Mazda , Cx-3 ,2017,290999.0,Automático,15.4,Gasolina,2
 Mazda , Mazda 3 ,2021,531999.0,Automático,12.7,Gasolina,2.5
 Mazda , Mazda 3 ,2016,258999.0,Automático,9.6,Gasolina,2.5
 Volkswagen , Polo ,2020,281999.0,Manual,15.2,Gasolina,1.6
 Ford , Lobo ,2018,914999.0,Automático,9.3,Gasolina,3.5
 Toyota , Yaris ,2016,235999.0,Automático,17.5,Gasolina,1.5
 Chevrolet , Sonic ,2016,175999.0,Manual,14.5,Gasolina,1.6
 Ford , Escape ,2013,237999.0,Automático,9.8,Gasolina,2.5
 Volkswagen , Polo ,2020,285999.0,Manual,15.2,Gasolina,1.6
 Ford , Focus ,2015,195999.0,Automático,15.2,Gasolina,2
 Volkswagen , Tiguan ,2019,486999.0,Automático,14.9,Gasolina,1.4
 Kia , Sportage ,2017,345999.0,Automático,12.7,Gasolina,2
 Nissan , Versa ,2018,266999.0,Automático,18.5,Gasolina,1.6
 Volkswagen , Tiguan ,2013,238999.0,Automático,14.9,Gasolina,1.4
 Chevrolet , Trax ,2015,237999.0,Automático,15.2,Gasolina,1.8
 Jeep , Renegade ,2022,547999.0,Automático,12.2,Gasolina,1.8
 Mazda , Mazda 3 ,2016,260999.0,Automático,9.6,Gasolina,2.5
 Honda , City ,2018,251999.0,Manual,16.4,Gasolina,1.5
 Renault , Duster ,2019,233999.0,Manual,13.3,Gasolina,2
 Kia , Sorento ,2018,385999.0,Automático,12.8,Gasolina,2.4
 Dodge , Journey ,2016,276999.0,Automático,8.1,Gasolina,2.4
 Honda , Fit ,2019,270999.0,Manual,15.9,Gasolina,1.5
 Kia , Forte ,2018,282999.0,Automático,15.9,Gasolina,2
 Gmc , Terrain ,2017,407999.0,Automático,9.0,Gasolina,3.6
 Chevrolet , Sonic ,2016,183999.0,Manual,14.7,Gasolina,1.6
 Ford , Figo ,2019,216999.0,Manual,17.9,Gasolina,1.5
 Suzuki , Swift ,2017,249999.0,Manual,19.6,Gasolina,1.4
 Kia , Sorento ,2016,372999.0,Automático,9.8,Gasolina,3.3
