marca,modelo,año,precio,transmisión,rendimiento,combustible,litros,entrega
 Seat , Arona ,2018,317999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11086, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A3 ,2016,320999.0,Automático,11.8,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Forte ,2019,321999.0,Automático,6.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9774, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2018,324999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 4471, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Gol ,2015,155999.0,Manual,15.6,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 8480, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , Tucson ,2020,532999.0,Automático,14.5,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Suzuki , Vitara ,2018,336999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Creta ,2017,291999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 14037, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Renault , Kwid ,2019,223999.0,Manual,17.5,Gasolina,1,"{'nombre': 'Domicilio', 'precio': 14333, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Infiniti , QX60 ,2014,329999.0,Automático,9.6,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 11024, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Baic , D20 ,2018,160999.0,Manual,17.4,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 8058, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2019,255999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 7114, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2015,226999.0,Automático,9.6,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sportage ,2016,351999.0,Automático,12.3,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , X Trail ,2016,318999.0,Automático,12.7,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Avanza ,2018,263999.0,Automático,13.9,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Camaro ,2015,536999.0,Automático,8.8,Gasolina,6.2,"{'nombre': 'Domicilio', 'precio': 11919, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Gla ,2020,609999.0,Automático,7.4,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 7658, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Suzuki , Swift ,2018,280999.0,Manual,19.2,Gasolina,1,"{'nombre': 'Domicilio', 'precio': 11001, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Aveo ,2018,235999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 9271, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2019,262999.0,Manual,9.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A7 ,2020,381999.0,Automático,15.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 6051, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , X4 ,2020,945999.0,Automático,10.0,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Hr-V ,2017,307999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Polo ,2019,254999.0,Manual,15.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , CX-5 ,2019,476999.0,Automático,14.7,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Fiesta ,2016,196999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Creta ,2020,337999.0,Manual,14.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Peugeot , 3008 ,2019,443999.0,Automático,10.0,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 10327, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Jeep , Grand Cherokee ,2014,407999.0,Automático,9.2,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Optima ,2016,281999.0,Automático,11.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3549, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Renault , Duster ,2019,242999.0,Automático,11.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cruze ,2016,187999.0,Automático,11.5,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sportage ,2016,337999.0,Automático,12.3,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Figo ,2018,204999.0,Manual,17.9,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 8553, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Suzuki , Vitara ,2018,325999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cavalier ,2020,259999.0,Manual,17.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Mustang ,2018,769999.0,Manual,8.0,Gasolina,5,"{'nombre': 'Domicilio', 'precio': 14928, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Fiat , Uno ,2015,145999.0,Manual,14.7,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 13738, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2018,221999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 14000, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2018,282999.0,Automático,15.9,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Highlander ,2016,448999.0,Automático,9.9,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 5662, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Spark ,2017,195999.0,Manual,18.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2018,187999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2018,234999.0,Manual,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2015,159999.0,Manual,14.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Civic ,2017,311999.0,Automático,16.7,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2018,234999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12915, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2017,253999.0,Manual,12.3,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Traverse ,2020,768999.0,Automático,8.7,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Mustang ,2016,418999.0,Automático,8.4,Gasolina,4,"{'nombre': 'Domicilio', 'precio': 7829, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Sportage ,2018,416999.0,Automático,12.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 13266, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , March ,2016,176999.0,Manual,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2020,399999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 5795, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mitsubishi , L200 ,2018,392999.0,Manual,9.1,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2017,198999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Cx-30 ,2021,515999.0,Automático,13.5,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 10738, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Hilux ,2021,554999.0,Manual,8.7,Gasolina,2.7,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Note ,2014,164999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12099, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Avanza ,2019,295999.0,Manual,13.9,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Forte ,2020,305999.0,Automático,15.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 11972, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Prius ,2019,425999.0,Automático,31.3,Híbrido,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , X3 ,2019,818999.0,Automático,7.8,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3997, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase C ,2016,552999.0,Automático,8.3,Gasolina,3,"{'nombre': 'Domicilio', 'precio': 9938, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Alfa Romeo , Giulietta ,2019,526999.0,Automático,9.3,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cruze ,2018,318999.0,Automático,16.1,Gasolina,"1,4","{'nombre': 'Domicilio', 'precio': 4606, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , Accent ,2018,230999.0,Manual,15.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Camaro ,2017,693999.0,Automático,8.8,Gasolina,6.2,"{'nombre': 'Domicilio', 'precio': 12457, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Pathfinder ,2015,296999.0,Automático,11.0,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 7899, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Hr-V ,2017,325999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 4229, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Gla ,2018,464999.0,Automático,13.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Optima ,2017,316999.0,Automático,11.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 6181, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta Clasico A4 ,2015,187999.0,Manual,12.8,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 7255, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , NP300 Frontier ,2019,473999.0,Manual,9.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 6987, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Forte ,2020,314999.0,Automático,15.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 10001, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2017,265999.0,Automático,11.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Toledo ,2018,284999.0,Manual,19.2,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Hr-V ,2017,324999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Fit ,2019,295999.0,Automático,17.9,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2017,282999.0,Manual,17.5,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Beat ,2018,170999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 14551, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Sentra ,2017,228999.0,Manual,14.3,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 11803, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , X Trail ,2017,298999.0,Automático,13.5,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 10548, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Vento ,2020,272999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 4289, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Arona ,2018,322999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 4966, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Tiguan ,2012,222999.0,Automático,9.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 12313, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Spark ,2020,227999.0,Manual,18.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , MX-5 ,2019,406999.0,Manual,13.5,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 4515, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Passat ,2015,253999.0,Automático,11.5,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 13244, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , X4 ,2018,865999.0,Automático,10.9,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 12541, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Aveo ,2020,231999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Gol ,2017,190999.0,Manual,17.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12093, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Fiat , 500 ,2016,252999.0,Automático,14.3,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 12671, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Focus ,2016,247999.0,Automático,15.2,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 14320, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Renault , Fluence ,2013,139999.0,Automático,8.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 10555, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Prius ,2021,408999.0,Automático,28.6,Híbrido,1.5,"{'nombre': 'Domicilio', 'precio': 14731, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , X Trail ,2018,411999.0,Automático,13.2,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , NP300 Frontier ,2021,732999.0,Automático,9.7,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 10426, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2017,221999.0,Automático,15.9,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2018,273999.0,Manual,15.9,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2018,208999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2018,258999.0,Automático,15.6,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 10234, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , Tucson ,2016,302999.0,Automático,14.5,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mini , Cooper S ,2019,501999.0,Automático,13.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 11886, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A7 ,2019,333999.0,Manual,17.2,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 12282, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Leon ,2016,260999.0,Manual,16.9,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 12995, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Hr-V ,2017,315999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 11519, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , Serie 4 ,2014,422999.0,Automático,9.0,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Renegade ,2020,446999.0,Automático,12.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , RAV4 ,2020,534999.0,Automático,13.9,Híbrido,2.5,"{'nombre': 'Domicilio', 'precio': 7092, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Camry ,2017,344999.0,Automático,15.4,Híbrido,2.5,"{'nombre': 'Domicilio', 'precio': 14518, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Escape ,2016,309999.0,Automático,9.8,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 4672, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mini , Cooper S ,2018,437999.0,Automático,13.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 12766, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2018,282999.0,Automático,15.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 10611, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mini , Cooper ,2019,445999.0,Automático,17.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 9741, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Leon ,2015,231999.0,Automático,17.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Camry ,2012,192999.0,Automático,15.4,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 13982, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Aveo ,2018,180999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 9921, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 6 ,2019,405999.0,Automático,14.1,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Kicks ,2018,309999.0,Automático,16.9,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Figo ,2018,196999.0,Manual,17.9,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 3150, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chrysler , Town & Country ,2016,370999.0,Automático,7.8,Gasolina,4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A6 ,2017,265999.0,Manual,11.6,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Accent ,2020,271999.0,Manual,16.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mini , Cooper ,2017,374999.0,Automático,17.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 7299, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Corolla ,2020,351999.0,Automático,15.9,Híbrido,1.8,"{'nombre': 'Domicilio', 'precio': 6602, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Soul ,2019,279999.0,Manual,14.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cavalier ,2018,233999.0,Manual,17.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 6511, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Cx-3 ,2019,370999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Leon ,2019,401999.0,Manual,9.3,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 14986, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Yaris ,2020,286999.0,Automático,17.2,Híbrido,1.5,"{'nombre': 'Domicilio', 'precio': 4734, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Escape ,2019,390999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 3482, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Avanza ,2017,240999.0,Automático,13.9,Híbrido,1.5,"{'nombre': 'Domicilio', 'precio': 11994, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase A ,2014,331999.0,Automático,15.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Cx-3 ,2016,306999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Versa ,2018,221999.0,Automático,18.2,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 13552, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , City ,2016,200999.0,Automático,18.2,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Spark ,2015,159999.0,Manual,18.5,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 11445, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A3 ,2015,274999.0,Automático,14.3,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 11124, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , Creta ,2017,287999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2019,297999.0,Manual,15.9,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2016,264999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 13750, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Cruze ,2016,201999.0,Automático,17.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 4958, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Jeep , Compass ,2015,274999.0,Automático,12.3,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 9601, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Aveo ,2017,186999.0,Manual,14.5,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Aveo ,2018,200999.0,Manual,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 8867, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Aveo ,2017,188999.0,Automático,13.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
